City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
231,bubaque,11.2833,-15.8333,300.25,82,100,5.7,GW,1693109368
232,yei,4.095,30.6779,291.0,96,71,1.15,SS,1693109368
233,fort st. john,56.2499,-120.8529,291.43,54,50,1.2,CA,1693109369
234,acarau,-2.8856,-40.12,298.1,88,5,3.6,BR,1693109369
235,alness,57.696,-4.2551,286.02,93,100,1.51,GB,1693109369
236,debila,33.5167,6.95,303.36,18,0,3.91,DZ,1693109141
237,tavricheskoye,54.5851,73.6395,286.1,88,100,2.34,RU,1693109370
238,novoishimskiy,53.1981,66.7694,288.25,67,42,4.0,KZ,1693109371
239,puerto santa,-8.9906,-78.6456,292.75,84,4,4.3,PE,1693109371
240,ha tinh,18.3333,105.9,308.35,47,87,2.03,VN,1693109331
241,nadym,65.5333,72.5167,284.28,73,99,4.3,RU,1693109373
242,gudauta,43.1055,40.6207,296.34,60,0,2.21,GE,1693109373
243,pacific grove,36.6177,-121.9166,291.06,89,100,3.09,US,1693109373
244,ust-nera,64.5667,143.2,288.08,56,100,2.31,RU,1693109374
245,arraial do cabo,-22.9661,-42.0278,292.16,76,100,5.4,BR,1693109374
246,byron bay,-28.65,153.6167,292.99,57,64,4.88,AU,1693108804
247,choyr,46.3611,108.3611,292.8,46,5,4.93,MN,1693109375
248,selfoss,63.9331,-20.9971,283.73,88,25,3.9,IS,1693109375
249,medicine hat,50.0501,-110.6683,294.38,51,0,0.45,CA,1693109376
250,greymouth,-42.4667,171.2,282.91,58,96,0.64,NZ,1693109376
251,nahiyat ash shinafiyah,31.5874,44.6602,306.14,19,0,4.81,IQ,1693109376
252,sitia,35.2,26.0986,298.14,62,0,4.97,GR,1693109377
253,uliastay,47.7417,96.8444,294.9,31,0,0.8,MN,1693109377
254,key west,24.5557,-81.7826,303.15,68,0,2.57,US,1693109377
255,ringkobing,56.0901,8.244,282.6,83,39,2.54,DK,1693109378
256,luganville,-15.5333,167.1667,297.22,69,98,6.07,VU,1693109378
257,sitka,57.0531,-135.33,290.09,77,20,6.17,US,1693109378
258,mizan teferi,6.9833,35.5833,289.19,71,92,1.39,ET,1693109379
259,villa regina,-39.1,-67.0667,282.13,54,2,3.82,AR,1693109379
260,vadso,70.0744,29.7487,281.64,93,100,2.57,NO,1693109379
261,gobabis,-22.45,18.9667,279.66,35,0,5.37,NA,1693109380
262,nushki,29.5542,66.0215,305.15,21,4,4.21,PK,1693109380
263,sao gabriel da cachoeira,-0.1303,-67.0892,297.44,77,8,0.79,BR,1693109380
264,vuktyl,63.8567,57.3094,278.75,91,100,1.43,RU,1693109381
265,chahar burj,34.2448,62.1917,295.25,52,3,3.59,AF,1693109381
266,akranes,64.3218,-22.0749,283.46,75,88,3.85,IS,1693109381
267,vorkuta,67.5,64.0,277.88,97,100,5.99,RU,1693109381
268,puerto baquerizo moreno,-0.9,-89.6,296.56,80,28,5.11,EC,1693109382
269,beyneu,45.3167,55.2,292.27,29,97,5.26,KZ,1693109382
270,namibe,-15.1961,12.1522,290.26,92,7,4.4,AO,1693109119
271,kegen,43.0197,79.2203,290.17,55,100,1.87,KZ,1693109383
272,port-gentil,-0.7193,8.7815,297.05,89,77,6.23,GA,1693109383
273,jumilla,38.4792,-1.325,295.9,57,77,0.97,ES,1693109383
274,porto novo,6.4965,2.6036,297.21,94,97,1.85,BJ,1693109384
275,kapuskasing,49.4169,-82.4331,281.74,76,0,0.78,CA,1693109384
276,ulladulla,-35.35,150.4667,290.42,64,52,3.52,AU,1693109384
277,nar'yan-mar,67.6713,53.087,280.1,95,100,4.82,RU,1693109385
278,suva,-18.1416,178.4415,295.86,88,75,3.6,FJ,1693109385
279,linqiong,30.4159,103.4609,295.36,83,100,0.68,CN,1693109385
280,yulinshi,38.2906,109.7494,291.45,71,98,1.8,CN,1693109386
281,berezovyy,51.6667,135.7,293.05,41,97,2.03,RU,1693109386
282,san antonio de pale,-1.4014,5.6325,296.67,89,100,5.84,GQ,1693109386
283,corner brook,48.9667,-57.9484,287.25,91,100,6.55,CA,1693109308
284,laguna,38.421,-121.4238,300.61,55,0,3.6,US,1693109387
285,hirara,24.8,125.2833,302.02,75,4,3.33,JP,1693109305
286,nchelenge,-9.3451,28.734,294.04,43,6,1.93,ZM,1693109388
287,igrim,63.1906,64.4162,282.16,63,77,2.14,RU,1693109388
288,calama,-22.4667,-68.9333,285.15,13,1,3.75,CL,1693109389
289,susuman,62.7833,148.1667,289.52,41,48,4.56,RU,1693109389
290,jutai,-5.1833,-68.9,296.71,74,8,0.48,BR,1693109389
291,puerto deseado,-47.7503,-65.8938,280.49,56,30,12.13,AR,1693109390
292,phu ly,20.5411,105.9139,307.51,55,99,1.52,VN,1693109390
293,kilembe,0.2,30.0,290.55,59,56,1.46,UG,1693109390
294,kimbo,10.4,-13.55,295.64,98,100,0.16,GN,1693109390
295,payette,44.0782,-116.9338,300.84,50,0,6.69,US,1693109239
296,uberlandia,-18.9186,-48.2772,294.8,56,31,1.66,BR,1693109378
297,ballina,-28.8667,153.5667,292.47,59,66,4.75,AU,1693109391
298,san luis de la loma,17.2706,-100.8939,299.72,86,99,0.66,MX,1693109391
299,la'ie,21.6477,-157.9253,301.13,69,1,3.13,US,1693109392
300,zunyi,27.6867,106.9072,291.2,95,100,2.34,CN,1693109263
301,taulaga,-11.0553,-171.0883,301.14,74,6,4.95,AS,1693109393
302,nema,57.5067,50.5011,281.47,90,100,2.45,RU,1693109393
303,uelzen,52.9667,10.5667,289.53,73,80,1.8,DE,1693109394
304,fort myers shores,26.7092,-81.7459,302.03,86,0,3.09,US,1693109394
305,puerto boyaca,5.9758,-74.5885,297.73,82,19,0.25,CO,1693109394
306,kamina,-8.7386,24.9906,292.51,58,7,0.3,CD,1693109395
307,zhezqazghan,47.7833,67.7667,290.47,51,75,4.0,KZ,1693109395
308,codrington,-38.2667,141.9667,286.87,71,100,4.63,AU,1693109395
309,pangody,65.85,74.4859,283.88,76,97,4.53,RU,1693109395
310,as sulayyil,20.4607,45.5779,306.44,12,97,2.77,SA,1693109396
311,tartu,58.3806,26.7251,289.44,89,100,2.57,EE,1693109396
312,polyarnyy,69.1989,33.4478,282.73,88,100,6.43,RU,1693109396
313,rocky mount,35.9382,-77.7905,299.99,78,0,0.0,US,1693109397
314,mehran,33.1222,46.1646,306.87,12,0,1.72,IR,1693109397
315,suarez,2.954,-76.6964,292.84,92,45,1.31,CO,1693109397
316,kapa'a,22.0752,-159.319,302.14,75,0,6.69,US,1693109398
317,piacabucu,-10.4056,-36.4344,296.89,93,4,3.99,BR,1693109398
318,konarka,19.9,86.1167,303.37,62,95,5.1,IN,1693109399
319,tyuratam,45.6507,63.3156,293.19,51,22,6.17,KZ,1693109399
320,kalmunai,7.4167,81.8167,304.89,55,42,3.43,LK,1693109400
321,vila velha,-20.3297,-40.2925,293.12,95,75,5.14,BR,1693109400
322,kondopoga,62.2057,34.2614,280.76,85,75,1.66,RU,1693109401
323,iskateley,67.6803,53.1512,280.06,95,100,4.82,RU,1693109402
324,rio grande,-32.035,-52.0986,275.9,70,4,3.27,BR,1693109404
325,ubari,26.5921,12.7805,301.68,25,22,3.93,LY,1693109404
326,tamale,9.4008,-0.8393,296.21,95,100,2.32,GH,1693109405
327,gazli,40.1333,63.45,298.7,32,69,5.37,UZ,1693109406
328,bamboo flat,11.7,92.7167,303.2,79,75,3.09,IN,1693109406
329,gulnar,36.3415,33.3992,293.37,50,0,0.21,TR,1693109406
330,bandarbeyla,9.4942,50.8122,299.26,71,72,12.08,SO,1693109407
331,angaur state,6.906,134.13,301.41,82,73,8.12,PW,1693109407
332,lautoka,-17.6167,177.4667,299.07,69,40,3.09,FJ,1693109407
333,kurumkan,54.3,110.3,295.72,51,60,1.14,RU,1693109408
334,urucara,-2.5364,-57.76,299.05,49,30,1.08,BR,1693109408
335,tanjung pandan,-2.75,107.65,304.95,49,47,4.46,ID,1693109408
336,chhuikhadan,21.5333,80.9833,302.83,60,9,4.75,IN,1693109409
337,hilo,19.7297,-155.09,299.0,84,100,1.54,US,1693109409
338,usinsk,65.9939,57.5281,279.42,86,100,2.44,RU,1693109409
339,bel ombre,-4.6167,55.4167,299.27,85,38,8.73,SC,1693109410
340,okara,30.8081,73.4458,306.41,45,17,2.56,PK,1693109157
341,ta`u,-14.2336,-169.5144,300.43,76,29,5.33,AS,1693109410
342,strelka,58.0728,93.0344,291.75,51,99,2.19,RU,1693109411
343,antsiranana,-12.2787,49.2917,296.98,73,13,7.68,MG,1693109411
344,praya,14.9215,-23.5087,299.45,83,20,1.54,CV,1693109411
345,happy valley-goose bay,53.3168,-60.3315,283.81,97,100,2.43,CA,1693109412
346,brookings,44.3114,-96.7984,289.29,90,0,0.0,US,1693109412
347,mili,6.0815,171.735,300.93,78,97,6.47,MH,1693109412
348,nikolayevsk,50.0282,45.4595,288.51,52,99,6.4,RU,1693109412
349,salina cruz,16.1667,-95.2,300.57,75,7,2.61,MX,1693109413
350,turkestan,43.3333,68.25,295.32,49,100,6.24,KZ,1693109414
351,indramayu,-6.3264,108.32,303.27,54,10,5.56,ID,1693109414
352,las khorey,11.1595,48.1967,306.63,47,96,3.62,SO,1693109414
353,caleta de carquin,-11.0925,-77.6267,292.03,84,17,4.35,PE,1693109415
354,enewetak,11.3474,162.3373,300.67,79,95,6.18,MH,1693109415
355,nsanje,-16.92,35.262,295.36,47,6,1.07,MW,1693109415
356,hami,42.8,93.45,307.93,12,4,6.03,CN,1693109320
357,gloucester,51.8657,-2.2431,285.77,94,8,0.45,GB,1693109416
358,mugia,43.1041,-9.2179,289.21,75,5,6.27,ES,1693109416
359,iskushuban,10.2837,50.23,301.05,53,83,9.22,SO,1693109417
360,tukrah,32.5341,20.5791,298.23,83,0,0.92,LY,1693109417
361,barcelos,41.5388,-8.6151,287.97,92,0,2.64,PT,1693109417
362,nyakahanga,-1.6033,31.1414,290.71,62,78,1.0,TZ,1693109417
363,chernyshevsk,52.5243,117.0174,296.37,38,82,1.51,RU,1693109418
